,aspect,head_word,head_word_tag,head_word_tag_new,lematized_words,ner,next_words,ortho_features,pos_tag,post_word_tag,pre_word_tag,prev_words,stopword,token_freq,word,word_len
3,0.0,0.0,,,with,0.0,the,0,IN,DT,NN,disappointment,1.0,1,with,1.0
4,0.0,1.0,,DT,the,0.0,13,0,DT,CD,IN,with,1.0,4,the,0.0
5,0.0,0.0,,,13,0.0,model,1,CD,NN,DT,the,0.0,1,13,0.0
6,0.0,1.0,,NN,model,0.0,is,0,NN,VBZ,CD,13,0.0,1,model,1.0
7,0.0,0.0,,,be,0.0,that,0,VBZ,IN,NN,model,1.0,2,is,0.0
8,0.0,1.0,,IN,that,0.0,they,0,IN,PRP,VBZ,is,1.0,2,that,1.0
9,0.0,1.0,,PRP,they,0.0,are,0,PRP,VBP,IN,that,1.0,1,they,1.0
10,0.0,0.0,,,be,0.0,the,0,VBP,DT,PRP,they,1.0,1,are,0.0
11,0.0,1.0,,DT,the,0.0,only,0,DT,JJ,VBP,are,1.0,4,the,0.0
12,0.0,0.0,,,only,0.0,ones,0,JJ,NNS,DT,the,1.0,2,only,1.0
13,0.0,1.0,,NNS,ones,0.0,in,0,NNS,IN,JJ,only,0.0,1,ones,1.0
14,0.0,0.0,,,in,0.0,the,0,IN,DT,NNS,ones,1.0,1,in,0.0
15,0.0,1.0,,DT,the,0.0,MacBook,0,DT,NNP,IN,in,1.0,4,the,0.0
16,0.0,1.0,,NNP,MacBook,1.0,Pro,0,NNP,NNP,DT,the,0.0,1,MacBook,1.0
17,0.0,1.0,,NNP,Pro,0.0,line,1,NNP,NN,NNP,MacBook,0.0,1,Pro,0.0
18,0.0,1.0,,NN,line,0.0,up,0,NN,RB,NNP,Pro,0.0,1,line,1.0
19,0.0,0.0,,,up,0.0,without,0,RB,IN,NN,line,1.0,1,up,0.0
20,0.0,0.0,,,without,0.0,an,0,IN,DT,RB,up,0.0,1,without,1.0
21,0.0,0.0,,,an,0.0,i5,0,DT,NN,IN,without,1.0,1,an,0.0
22,0.0,0.0,,,i5,0.0,or,0,NN,CC,DT,an,0.0,1,i5,0.0
23,0.0,0.0,,,or,0.0,i7,0,CC,NN,NN,i5,1.0,1,or,0.0
24,0.0,0.0,,,i7,0.0,processor,0,NN,NN,CC,or,0.0,1,i7,0.0
25,0.0,1.0,,NN,processor,0.0,and,0,NN,CC,NN,i7,0.0,1,processor,1.0
26,0.0,0.0,,,and,0.0,dual,0,CC,JJ,NN,processor,1.0,1,and,0.0
27,0.0,0.0,,,dual,0.0,graphics,0,JJ,NNS,CC,and,0.0,1,dual,1.0
28,0.0,0.0,,,graphic,0.0,cards,0,NNS,NNS,JJ,dual,0.0,1,graphics,1.0
29,0.0,1.0,,NNS,card,0.0,however,0,NNS,RB,NNS,graphics,0.0,1,cards,1.0
30,0.0,0.0,,,however,0.0,the,0,RB,DT,NNS,cards,0.0,1,however,1.0
31,0.0,1.0,,DT,the,0.0,trade,0,DT,NN,RB,however,1.0,4,the,0.0
32,0.0,0.0,,,trade,0.0,off,0,NN,RP,DT,the,0.0,1,trade,1.0
33,0.0,0.0,,,off,0.0,is,0,RP,VBZ,NN,trade,1.0,1,off,0.0
34,0.0,0.0,,,be,0.0,that,0,VBZ,IN,RP,off,1.0,2,is,0.0
35,0.0,1.0,,IN,that,0.0,you,0,IN,PRP,VBZ,is,1.0,2,that,1.0
36,0.0,1.0,,PRP,you,0.0,achieve,0,PRP,VBP,IN,that,1.0,1,you,0.0
37,0.0,0.0,,,achieve,0.0,a,0,VBP,DT,PRP,you,0.0,1,achieve,1.0
38,0.0,0.0,,,a,0.0,longer,0,DT,RBR,VBP,achieve,1.0,1,a,0.0
39,0.0,0.0,,,longer,0.0,battery,0,RBR,JJ,DT,a,0.0,1,longer,1.0
40,0.0,1.0,,JJ,battery,0.0,life,0,JJ,NN,RBR,longer,0.0,1,battery,1.0
41,0.0,1.0,,NN,life,0.0,of,0,NN,IN,JJ,battery,0.0,1,life,1.0
42,0.0,0.0,,,of,0.0,about,0,IN,IN,NN,life,1.0,1,of,0.0
43,0.0,0.0,,,about,0.0,2,0,IN,CD,IN,of,1.0,1,about,1.0
44,0.0,1.0,,CD,2,0.0,more,1,CD,JJR,IN,about,0.0,1,2,0.0
45,0.0,1.0,,JJR,more,0.0,hours,0,JJR,NNS,CD,2,1.0,1,more,1.0
46,0.0,1.0,,NNS,hours,0.0,,0,NNS,,JJR,more,0.0,1,hours,1.0
0,0.0,1.0,,PRP,I,0.0,took,1,PRP,VBD,,,0.0,1,I,0.0
1,0.0,0.0,,,take,0.0,it,0,VBD,PRP,PRP,I,0.0,1,took,1.0
2,0.0,1.0,,PRP,it,0.0,back,0,PRP,RP,VBD,took,1.0,1,it,0.0
3,0.0,0.0,,,back,0.0,for,0,RP,IN,PRP,it,0.0,1,back,1.0
4,0.0,0.0,,,for,0.0,an,0,IN,DT,RP,back,1.0,1,for,0.0
5,0.0,0.0,,,an,0.0,Asus,0,DT,NNP,IN,for,1.0,1,an,0.0
6,0.0,1.0,,NNP,Asus,0.0,and,1,NNP,CC,DT,an,0.0,1,Asus,1.0
7,0.0,0.0,,,and,0.0,same,0,CC,JJ,NNP,Asus,1.0,1,and,0.0
8,0.0,0.0,,,same,0.0,thing,0,JJ,NN,CC,and,1.0,1,same,1.0
9,0.0,1.0,,NN,thing,0.0,blue,0,NN,NN,JJ,same,0.0,1,thing,1.0
10,0.0,0.0,,,blue,0.0,screen,0,NN,NN,NN,thing,0.0,1,blue,1.0
11,0.0,1.0,,NN,screen,0.0,which,0,NN,WDT,NN,blue,0.0,1,screen,1.0
12,0.0,0.0,,,which,0.0,required,0,WDT,VBD,NN,screen,1.0,1,which,1.0
13,0.0,0.0,,,require,0.0,me,0,VBD,PRP,WDT,which,0.0,1,required,1.0
14,0.0,1.0,,PRP,me,0.0,to,0,PRP,TO,VBD,required,1.0,1,me,0.0
15,0.0,0.0,,,to,0.0,remove,0,TO,VB,PRP,me,1.0,2,to,0.0
16,0.0,0.0,,,remove,0.0,the,0,VB,DT,TO,to,0.0,1,remove,1.0
17,0.0,1.0,,DT,the,0.0,battery,0,DT,NN,VB,remove,1.0,1,the,0.0
18,0.0,1.0,,NN,battery,0.0,to,0,NN,TO,DT,the,0.0,1,battery,1.0
19,0.0,0.0,,,to,0.0,reset,0,TO,VB,NN,battery,1.0,2,to,0.0
20,0.0,0.0,,,reset,0.0,,0,VB,,TO,to,0.0,1,reset,1.0
0,0.0,0.0,,,In,0.0,the,1,IN,DT,,,0.0,1,In,0.0
1,0.0,1.0,,DT,the,0.0,shop,0,DT,NN,IN,In,1.0,3,the,0.0
2,0.0,1.0,,NN,shop,0.0,these,0,NN,DT,DT,the,0.0,1,shop,1.0
3,0.0,1.0,,DT,these,0.0,MacBooks,0,DT,NNP,NN,shop,1.0,1,these,1.0
4,0.0,1.0,,NNP,MacBooks,1.0,are,0,NNP,VBP,DT,these,0.0,1,MacBooks,1.0
5,0.0,0.0,,,be,0.0,encased,0,VBP,VBN,NNP,MacBooks,1.0,1,are,0.0
6,0.0,0.0,,,encase,0.0,in,0,VBN,IN,VBP,are,0.0,1,encased,1.0
7,0.0,0.0,,,in,0.0,a,0,IN,DT,VBN,encased,1.0,1,in,0.0
8,0.0,0.0,,,a,0.0,soft,0,DT,JJ,IN,in,1.0,1,a,0.0
9,0.0,0.0,,,soft,0.0,rubber,0,JJ,NN,DT,a,0.0,1,soft,1.0
10,0.0,0.0,,,rubber,0.0,enclosure,0,NN,NN,JJ,soft,0.0,1,rubber,1.0
11,0.0,1.0,,NN,enclosure,0.0,so,0,NN,IN,NN,rubber,0.0,1,enclosure,1.0
12,0.0,0.0,,,so,0.0,you,0,IN,PRP,NN,enclosure,1.0,1,so,0.0
13,0.0,1.0,,PRP,you,0.0,will,0,PRP,MD,IN,so,1.0,2,you,0.0
14,0.0,0.0,,,will,0.0,never,0,MD,RB,PRP,you,1.0,1,will,1.0
15,0.0,0.0,,,never,0.0,know,0,RB,VB,MD,will,0.0,1,never,1.0
16,0.0,0.0,,,know,0.0,about,0,VB,IN,RB,never,0.0,1,know,1.0
17,0.0,0.0,,,about,0.0,the,0,IN,DT,VB,know,1.0,1,about,1.0
18,0.0,1.0,,DT,the,0.0,razor,0,DT,NN,IN,about,1.0,3,the,0.0
19,0.0,0.0,,,razor,0.0,edge,0,NN,NN,DT,the,0.0,1,razor,1.0
20,0.0,1.0,,NN,edge,0.0,until,0,NN,IN,NN,razor,0.0,1,edge,1.0
21,0.0,0.0,,,until,0.0,you,0,IN,PRP,NN,edge,1.0,1,until,1.0
22,0.0,1.0,,PRP,you,0.0,buy,0,PRP,VBP,IN,until,1.0,2,you,0.0
23,0.0,0.0,,,buy,0.0,it,0,VBP,PRP,PRP,you,0.0,1,buy,0.0
24,0.0,1.0,,PRP,it,0.0,get,0,PRP,VB,VBP,buy,1.0,3,it,0.0
25,0.0,0.0,,,get,0.0,it,0,VB,PRP,PRP,it,0.0,1,get,0.0
26,0.0,1.0,,PRP,it,0.0,home,0,PRP,RB,VB,get,1.0,3,it,0.0
27,0.0,0.0,,,home,0.0,break,0,RB,VBP,PRP,it,0.0,1,home,1.0
28,0.0,0.0,,,break,0.0,the,0,VBP,DT,RB,home,0.0,1,break,1.0
29,0.0,1.0,,DT,the,0.0,seal,0,DT,NN,VBP,break,1.0,3,the,0.0
30,0.0,1.0,,NN,seal,0.0,and,0,NN,CC,DT,the,0.0,1,seal,1.0
31,0.0,0.0,,,and,0.0,use,0,CC,VB,NN,seal,1.0,1,and,0.0
32,0.0,0.0,,,use,0.0,it,0,VB,PRP,CC,and,0.0,1,use,0.0
33,0.0,1.0,,PRP,it,0.0,very,0,PRP,RB,VB,use,1.0,3,it,0.0
34,0.0,0.0,,,very,0.0,clever,0,RB,JJ,PRP,it,1.0,1,very,1.0
35,0.0,0.0,,,clever,0.0,con,0,JJ,NN,RB,very,0.0,1,clever,1.0
36,0.0,1.0,,NN,con,0.0,,0,NN,,JJ,clever,0.0,1,con,0.0
0,0.0,0.0,,,However,0.0,the,1,RB,DT,,,0.0,1,However,1.0
1,0.0,1.0,,DT,the,0.0,multi,0,DT,NN,RB,However,1.0,1,the,0.0
2,0.0,0.0,,,multi,0.0,touch,0,NN,JJ,DT,the,0.0,1,multi,1.0
3,0.0,0.0,,,touch,0.0,gestures,0,JJ,NNS,NN,multi,0.0,1,touch,1.0
4,0.0,0.0,,,gesture,0.0,and,0,NNS,CC,JJ,touch,0.0,1,gestures,1.0
5,0.0,0.0,,,and,0.0,large,0,CC,JJ,NNS,gestures,1.0,1,and,0.0
6,0.0,0.0,,,large,0.0,tracking,0,JJ,VBG,CC,and,0.0,1,large,1.0
7,0.0,0.0,,,track,0.0,area,0,VBG,NN,JJ,large,0.0,1,tracking,1.0
8,0.0,1.0,,NN,area,0.0,make,0,NN,VBP,VBG,tracking,0.0,1,area,1.0
9,0.0,0.0,,,make,0.0,having,0,VBP,VBG,NN,area,0.0,1,make,1.0
10,0.0,0.0,,,have,0.0,an,0,VBG,DT,VBP,make,1.0,1,having,1.0
11,0.0,0.0,,,an,0.0,external,0,DT,JJ,VBG,having,1.0,1,an,0.0
12,0.0,0.0,,,external,0.0,mouse,0,JJ,NN,DT,an,0.0,1,external,1.0
13,0.0,1.0,,NN,mouse,0.0,unnecessary,0,NN,JJ,JJ,external,0.0,1,mouse,1.0
14,0.0,0.0,,,unnecessary,0.0,unless,0,JJ,IN,NN,mouse,0.0,1,unnecessary,1.0
15,0.0,0.0,,,unless,0.0,you,0,IN,PRP,JJ,unnecessary,0.0,1,unless,1.0
16,0.0,1.0,,PRP,you,0.0,are,0,PRP,VBP,IN,unless,1.0,1,you,0.0
17,0.0,0.0,,,be,0.0,gaming,0,VBP,VBG,PRP,you,1.0,1,are,0.0
18,0.0,1.0,,VBG,game,0.0,,0,VBG,,VBP,are,0.0,1,gaming,1.0
0,0.0,0.0,,,Plus,0.0,it,1,CC,PRP,,,0.0,1,Plus,1.0
1,0.0,1.0,,PRP,it,0.0,is,0,PRP,VBZ,CC,Plus,1.0,2,it,0.0
2,0.0,0.0,,,be,0.0,small,0,VBZ,JJ,PRP,it,1.0,1,is,0.0
3,0.0,0.0,,,small,0.0,and,0,JJ,CC,VBZ,is,0.0,1,small,1.0
4,0.0,0.0,,,and,0.0,reasonably,0,CC,RB,JJ,small,1.0,2,and,0.0
5,0.0,0.0,,,reasonably,0.0,light,0,RB,VBD,CC,and,0.0,1,reasonably,1.0
6,0.0,1.0,,VBD,light,0.0,so,0,VBD,RB,RB,reasonably,0.0,1,light,1.0
7,0.0,0.0,,,so,0.0,I,0,RB,PRP,VBD,light,1.0,1,so,0.0
8,0.0,1.0,,PRP,I,0.0,can,1,PRP,MD,RB,so,0.0,1,I,0.0
9,0.0,0.0,,,can,0.0,take,0,MD,VB,PRP,I,1.0,1,can,0.0
10,0.0,0.0,,,take,0.0,it,0,VB,PRP,MD,can,0.0,1,take,1.0
11,0.0,1.0,,PRP,it,0.0,with,0,PRP,IN,VB,take,1.0,2,it,0.0
12,0.0,0.0,,,with,0.0,me,0,IN,PRP,PRP,it,1.0,1,with,1.0
13,0.0,1.0,,PRP,me,0.0,to,0,PRP,TO,IN,with,1.0,1,me,0.0
14,0.0,0.0,,,to,0.0,and,0,TO,CC,PRP,me,1.0,1,to,0.0
15,0.0,0.0,,,and,0.0,from,0,CC,IN,TO,to,1.0,2,and,0.0
16,0.0,0.0,,,from,0.0,work,0,IN,NN,CC,and,1.0,1,from,1.0
17,0.0,1.0,,NN,work,0.0,,0,NN,,IN,from,0.0,1,work,1.0
0,0.0,1.0,,PRP,I,0.0,HATE,1,PRP,VBP,,,0.0,1,I,0.0
1,0.0,0.0,,,HATE,0.0,this,0,VBP,DT,PRP,I,0.0,1,HATE,1.0
2,0.0,1.0,,DT,this,0.0,one,0,DT,NN,VBP,HATE,1.0,1,this,1.0
3,0.0,1.0,,NN,one,0.0,,0,NN,,DT,this,0.0,1,one,0.0
0,0.0,1.0,,PRP,They,0.0,were,1,PRP,VBD,,,0.0,1,They,1.0
1,0.0,0.0,,,be,0.0,totally,0,VBD,RB,PRP,They,1.0,1,were,1.0
2,0.0,0.0,,,totally,0.0,unconcerned,0,RB,JJ,VBD,were,0.0,1,totally,1.0
3,0.0,0.0,,,unconcerned,0.0,that,0,JJ,IN,RB,totally,0.0,1,unconcerned,1.0
4,0.0,1.0,,IN,that,0.0,the,0,IN,DT,JJ,unconcerned,1.0,1,that,1.0
5,0.0,1.0,,DT,the,0.0,computer,0,DT,NN,IN,that,1.0,2,the,0.0
6,0.0,1.0,,NN,computer,0.0,was,0,NN,VBD,DT,the,0.0,1,computer,1.0
7,0.0,0.0,,,be,0.0,not,0,VBD,RB,NN,computer,1.0,1,was,0.0
8,0.0,0.0,,,not,0.0,correctly,0,RB,RB,VBD,was,1.0,1,not,0.0
9,0.0,0.0,,,correctly,0.0,repaired,0,RB,VBN,RB,not,0.0,1,correctly,1.0
10,0.0,0.0,,,repair,0.0,in,0,VBN,IN,RB,correctly,0.0,1,repaired,1.0
11,0.0,0.0,,,in,0.0,the,0,IN,DT,VBN,repaired,1.0,1,in,0.0
12,0.0,1.0,,DT,the,0.0,first,0,DT,JJ,IN,in,1.0,2,the,0.0
13,0.0,1.0,,JJ,first,0.0,place,0,JJ,NN,DT,the,0.0,1,first,1.0
14,0.0,1.0,,NN,place,0.0,,0,NN,,JJ,first,0.0,1,place,1.0
0,0.0,1.0,,NNP,Toshiba,1.0,does,1,NNP,VBZ,,,0.0,1,Toshiba,1.0
1,0.0,0.0,,,do,0.0,not,0,VBZ,RB,NNP,Toshiba,1.0,1,does,1.0
2,0.0,0.0,,,not,0.0,send,0,RB,VB,VBZ,does,1.0,1,not,0.0
3,0.0,0.0,,,send,0.0,any,0,VB,DT,RB,not,0.0,1,send,1.0
4,0.0,1.0,,DT,any,0.0,one,0,DT,CD,VB,send,1.0,1,any,0.0
5,0.0,1.0,,CD,one,0.0,out,0,CD,RP,DT,any,0.0,1,one,0.0
6,0.0,0.0,,,out,0.0,unless,0,RP,IN,CD,one,1.0,1,out,0.0
7,0.0,0.0,,,unless,0.0,you,0,IN,PRP,RP,out,0.0,1,unless,1.0
8,0.0,1.0,,PRP,you,0.0,have,0,PRP,VBP,IN,unless,1.0,1,you,0.0
9,0.0,0.0,,,have,0.0,paid,0,VBP,VBN,PRP,you,1.0,2,have,1.0
10,0.0,0.0,,,pay,0.0,extra,0,VBN,JJ,VBP,have,0.0,1,paid,1.0
11,0.0,0.0,,,extra,0.0,to,0,JJ,TO,VBN,paid,0.0,1,extra,1.0
12,0.0,0.0,,,to,0.0,have,0,TO,VB,JJ,extra,1.0,1,to,0.0
13,0.0,0.0,,,have,0.0,the,0,VB,DT,TO,to,1.0,2,have,1.0
14,0.0,1.0,,DT,the,0.0,on,0,DT,IN,VB,have,1.0,1,the,0.0
15,0.0,0.0,,,on,0.0,site,0,IN,NN,DT,the,1.0,1,on,0.0
16,0.0,0.0,,,site,0.0,repair,0,NN,NN,IN,on,0.0,1,site,1.0
17,0.0,1.0,,NN,repair,0.0,done,0,NN,VBN,NN,site,0.0,1,repair,1.0
18,0.0,0.0,,,do,0.0,,0,VBN,,NN,repair,0.0,1,done,1.0
0,0.0,0.0,,,Oh,0.0,boy,1,UH,NN,,,0.0,1,Oh,0.0
1,0.0,1.0,,NN,boy,0.0,,0,NN,,UH,Oh,0.0,1,boy,0.0
0,0.0,0.0,,,But,0.0,while,1,CC,IN,,,0.0,1,But,0.0
1,0.0,1.0,,IN,while,0.0,this,0,IN,DT,CC,But,1.0,1,while,1.0
2,0.0,1.0,,DT,this,0.0,is,0,DT,VBZ,IN,while,1.0,1,this,1.0
3,0.0,0.0,,,be,0.0,one,0,VBZ,CD,DT,this,1.0,1,is,0.0
4,0.0,1.0,,CD,one,0.0,big,0,CD,JJ,VBZ,is,0.0,1,one,0.0
5,0.0,0.0,,,big,0.0,advantage,0,JJ,NN,CD,one,0.0,1,big,0.0
6,0.0,1.0,,NN,advantage,0.0,as,0,NN,IN,JJ,big,0.0,1,advantage,1.0
7,0.0,0.0,,,a,0.0,you,0,IN,PRP,NN,advantage,1.0,1,as,0.0
8,0.0,1.0,,PRP,you,0.0,may,0,PRP,MD,IN,as,1.0,1,you,0.0
9,0.0,0.0,,,may,0.0,know,0,MD,VB,PRP,you,0.0,1,may,0.0
10,0.0,0.0,,,know,0.0,from,0,VB,IN,MD,may,0.0,1,know,1.0
11,0.0,0.0,,,from,0.0,the,0,IN,DT,VB,know,1.0,1,from,1.0
12,0.0,1.0,,DT,the,0.0,company,0,DT,NN,IN,from,1.0,1,the,0.0
13,0.0,1.0,,NN,company,0.0,s,0,NN,VBD,DT,the,0.0,1,company,1.0
14,0.0,0.0,,,s,0.0,recent,0,VBD,JJ,NN,company,1.0,1,s,0.0
15,0.0,0.0,,,recent,0.0,commercials,0,JJ,NNS,VBD,s,0.0,1,recent,1.0
16,0.0,1.0,,NNS,commercials,0.0,there,0,NNS,EX,JJ,recent,0.0,1,commercials,1.0
17,0.0,1.0,,EX,there,0.0,are,0,EX,VBP,NNS,commercials,1.0,1,there,1.0
18,0.0,0.0,,,be,0.0,other,0,VBP,JJ,EX,there,1.0,1,are,0.0
19,0.0,0.0,,,other,0.0,things,0,JJ,NNS,VBP,are,1.0,1,other,1.0
20,0.0,1.0,,NNS,things,0.0,to,0,NNS,TO,JJ,other,0.0,1,things,1.0
21,0.0,0.0,,,to,0.0,consider,0,TO,VB,NNS,things,1.0,1,to,0.0
22,0.0,0.0,,,consider,0.0,before,0,VB,IN,TO,to,0.0,1,consider,1.0
23,0.0,0.0,,,before,0.0,going,0,IN,VBG,VB,consider,1.0,1,before,1.0
24,0.0,0.0,,,go,0.0,with,0,VBG,IN,IN,before,0.0,1,going,1.0
25,0.0,0.0,,,with,0.0,Apple,0,IN,NNP,VBG,going,1.0,1,with,1.0
26,0.0,1.0,,NNP,Apple,1.0,,1,NNP,,IN,with,0.0,1,Apple,1.0
0,0.0,1.0,,PRP,I,0.0,love,1,PRP,VBP,,,0.0,1,I,0.0
1,0.0,1.0,,VBP,love,0.0,the,0,VBP,DT,PRP,I,0.0,1,love,1.0
2,0.0,1.0,,DT,the,0.0,way,0,DT,NN,VBP,love,1.0,2,the,0.0
3,0.0,1.0,,NN,way,0.0,the,0,NN,DT,DT,the,0.0,1,way,0.0
4,0.0,1.0,,DT,the,0.0,entire,0,DT,JJ,NN,way,1.0,2,the,0.0
5,0.0,0.0,,,entire,0.0,suite,0,JJ,NN,DT,the,0.0,1,entire,1.0
6,0.0,1.0,,NN,suite,0.0,of,0,NN,IN,JJ,entire,0.0,1,suite,1.0
7,0.0,0.0,,,of,0.0,software,0,IN,NN,NN,suite,1.0,1,of,0.0
8,0.0,1.0,,NN,software,0.0,works,0,NN,VBZ,IN,of,0.0,1,software,1.0
9,0.0,0.0,,,work,0.0,together,0,VBZ,RB,NN,software,0.0,1,works,1.0
10,0.0,0.0,,,together,0.0,,0,RB,,VBZ,works,0.0,1,together,1.0
0,0.0,0.0,,,The,0.0,speed,1,DT,NN,,,0.0,1,The,0.0
1,0.0,1.0,,NN,speed,0.0,is,0,NN,VBZ,DT,The,0.0,1,speed,1.0
2,0.0,0.0,,,be,0.0,incredible,0,VBZ,JJ,NN,speed,1.0,1,is,0.0
3,0.0,0.0,,,incredible,0.0,and,0,JJ,CC,VBZ,is,0.0,1,incredible,1.0
4,0.0,0.0,,,and,0.0,I,0,CC,PRP,JJ,incredible,1.0,1,and,0.0
5,0.0,1.0,,PRP,I,0.0,am,1,PRP,VBP,CC,and,0.0,1,I,0.0
6,0.0,0.0,,,be,0.0,more,0,VBP,JJR,PRP,I,1.0,1,am,0.0
7,0.0,1.0,,JJR,more,0.0,than,0,JJR,IN,VBP,am,1.0,1,more,1.0
8,0.0,0.0,,,than,0.0,satisfied,0,IN,JJ,JJR,more,1.0,1,than,1.0
9,0.0,0.0,,,satisfied,0.0,,0,JJ,,IN,than,0.0,1,satisfied,1.0
0,0.0,0.0,,,on,0.0,the,0,IN,DT,,,1.0,1,on,0.0
1,0.0,1.0,,DT,the,0.0,bright,0,DT,JJ,IN,on,1.0,1,the,0.0
2,0.0,0.0,,,bright,0.0,side,0,JJ,NN,DT,the,0.0,1,bright,1.0
3,0.0,1.0,,NN,side,0.0,at,0,NN,IN,JJ,bright,0.0,1,side,1.0
4,0.0,0.0,,,at,0.0,least,0,IN,JJS,NN,side,1.0,1,at,0.0
5,0.0,0.0,,,least,0.0,I,0,JJS,PRP,IN,at,0.0,1,least,1.0
6,0.0,1.0,,PRP,I,0.0,was,1,PRP,VBD,JJS,least,0.0,1,I,0.0
7,0.0,0.0,,,be,0.0,not,0,VBD,RB,PRP,I,1.0,1,was,0.0
8,0.0,0.0,,,not,0.0,without,0,RB,IN,VBD,was,1.0,1,not,0.0
9,0.0,0.0,,,without,0.0,my,0,IN,PRP$,RB,not,0.0,1,without,1.0
10,0.0,0.0,,,my,0.0,laptop,0,PRP$,NN,IN,without,1.0,1,my,0.0
11,0.0,1.0,,NN,laptop,0.0,for,0,NN,IN,PRP$,my,0.0,1,laptop,1.0
12,0.0,0.0,,,for,0.0,long,0,IN,RB,NN,laptop,1.0,1,for,0.0
13,0.0,0.0,,,long,0.0,this,0,RB,DT,IN,for,0.0,1,long,1.0
14,0.0,1.0,,DT,this,0.0,time,0,DT,NN,RB,long,1.0,1,this,1.0
15,0.0,1.0,,NN,time,0.0,,0,NN,,DT,this,0.0,1,time,1.0
0,0.0,1.0,,DT,This,0.0,laptop,1,DT,JJ,,,0.0,1,This,1.0
1,0.0,1.0,,JJ,laptop,0.0,meets,0,JJ,NNS,DT,This,0.0,1,laptop,1.0
2,0.0,0.0,,,meet,0.0,every,0,NNS,DT,JJ,laptop,0.0,1,meets,1.0
3,0.0,0.0,,,every,0.0,expectation,0,DT,NN,NNS,meets,0.0,1,every,1.0
4,0.0,1.0,,NN,expectation,0.0,and,0,NN,CC,DT,every,0.0,1,expectation,1.0
5,0.0,0.0,,,and,0.0,Windows,0,CC,NNP,NN,expectation,1.0,1,and,0.0
6,0.0,1.0,,NNP,Windows,0.0,7,1,NNP,CD,CC,and,0.0,1,Windows,1.0
7,0.0,0.0,,,7,0.0,is,1,CD,VBZ,NNP,Windows,0.0,1,7,0.0
8,0.0,0.0,,,be,0.0,great,0,VBZ,JJ,CD,7,1.0,1,is,0.0
9,0.0,0.0,,,great,0.0,,0,JJ,,VBZ,is,0.0,1,great,1.0
0,0.0,1.0,,DT,that,0.0,has,0,DT,VBZ,,,1.0,2,that,1.0
1,0.0,0.0,,,have,0.0,that,0,VBZ,DT,DT,that,1.0,1,has,0.0
2,0.0,1.0,,DT,that,0.0,is,0,DT,VBZ,VBZ,has,1.0,2,that,1.0
3,0.0,0.0,,,be,0.0,how,0,VBZ,WRB,DT,that,1.0,1,is,0.0
4,0.0,0.0,,,how,0.0,frustrating,0,WRB,JJ,VBZ,is,1.0,1,how,0.0
5,0.0,0.0,,,frustrate,0.0,it,0,JJ,PRP,WRB,how,0.0,1,frustrating,1.0
6,0.0,1.0,,PRP,it,0.0,was,0,PRP,VBD,JJ,frustrating,1.0,1,it,0.0
7,0.0,0.0,,,be,0.0,,0,VBD,,PRP,it,1.0,1,was,0.0
0,0.0,1.0,,PRP,I,0.0,can,1,PRP,MD,,,0.0,1,I,0.0
1,0.0,0.0,,,can,0.0,barely,0,MD,RB,PRP,I,1.0,1,can,0.0
2,0.0,0.0,,,barely,0.0,use,0,RB,VB,MD,can,0.0,1,barely,1.0
3,0.0,0.0,,,use,0.0,any,0,VB,DT,RB,barely,0.0,1,use,0.0
4,0.0,1.0,,DT,any,0.0,usb,0,DT,JJ,VB,use,1.0,1,any,0.0
5,0.0,0.0,,,usb,0.0,devices,0,JJ,NNS,DT,any,0.0,1,usb,0.0
6,0.0,1.0,,NNS,devices,0.0,because,0,NNS,IN,JJ,usb,0.0,1,devices,1.0
7,0.0,0.0,,,because,0.0,they,0,IN,PRP,NNS,devices,1.0,1,because,1.0
8,0.0,1.0,,PRP,they,0.0,will,0,PRP,MD,IN,because,1.0,1,they,1.0
9,0.0,0.0,,,will,0.0,not,0,MD,RB,PRP,they,1.0,1,will,1.0
10,0.0,0.0,,,not,0.0,stay,0,RB,VB,MD,will,1.0,1,not,0.0
11,0.0,0.0,,,stay,0.0,connected,0,VB,VBN,RB,not,0.0,1,stay,1.0
12,0.0,0.0,,,connect,0.0,properly,0,VBN,RB,VB,stay,0.0,1,connected,1.0
13,0.0,0.0,,,properly,0.0,,0,RB,,VBN,connected,0.0,1,properly,1.0
0,0.0,0.0,,,The,0.0,one,1,DT,CD,,,0.0,1,The,0.0
1,0.0,1.0,,CD,one,0.0,down,0,CD,JJ,DT,The,0.0,1,one,0.0
2,0.0,0.0,,,down,0.0,side,0,JJ,NN,CD,one,1.0,1,down,1.0
3,0.0,1.0,,NN,side,0.0,to,0,NN,TO,JJ,down,0.0,1,side,1.0
4,0.0,0.0,,,to,0.0,it,0,TO,PRP,NN,side,1.0,2,to,0.0
5,0.0,1.0,,PRP,it,0.0,is,0,PRP,VBZ,TO,to,1.0,2,it,0.0
6,0.0,0.0,,,be,0.0,that,0,VBZ,IN,PRP,it,1.0,1,is,0.0
7,0.0,1.0,,IN,that,0.0,when,0,IN,WRB,VBZ,is,1.0,1,that,1.0
8,0.0,0.0,,,when,0.0,I,0,WRB,PRP,IN,that,1.0,1,when,1.0
9,0.0,1.0,,PRP,I,0.0,play,1,PRP,VBP,WRB,when,0.0,1,I,0.0
10,0.0,0.0,,,play,0.0,a,0,VBP,DT,PRP,I,0.0,1,play,1.0
